"Category","Item","Retailer","Shelf_Price","Price_per_unit","Unit","Date"
"Blueberries","Tesco Organic Blueberries ","Tesco",2.25,15,"Kg",2019-01-14
"Raspberries","ASDA Grower's Selection Raspberries ","ASDA",1.89,12.6,"Kg",2019-01-14
"Raspberries","Iceland Farmer's Market Raspberries ","Iceland",2,13.33,"Kg",2019-01-14
"Raspberries","Raspberries ","Lidl",1.65,11,"Kg",2019-01-14
"Raspberries","Premium Raspberries ","Lidl",1.69,13.52,"Kg",2019-01-14
"Raspberries","Morrisons Raspberries ","Morrisons",2,13.33,"Kg",2019-01-14
"Raspberries","Ocado Raspberries ","Ocado",1.99,13.27,"Kg",2019-01-14
"Raspberries","Waitrose Raspberries ","Ocado",3.5,15.56,"Kg",2019-01-14
"Raspberries","Waitrose Raspberries ","Ocado",2.5,16.67,"Kg",2019-01-14
"Raspberries","BerryWorld Raspberries ","Ocado",3,20,"Kg",2019-01-14
"Raspberries","Waitrose Duchy Organic Raspberries ","Ocado",3,24,"Kg",2019-01-14
"Raspberries","Waitrose 1 Speciality Raspberries ","Ocado",3,20,"Kg",2019-01-14
"Raspberries","Sainsbury's Raspberries ","Sainsburys",2,13.33,"Kg",2019-01-14
"Raspberries","Sainsbury's Organic Raspberries ","Sainsburys",2.5,20,"Kg",2019-01-14
"Raspberries","Sainsbury's Taste the Difference British Raspberries ","Sainsburys",2.5,16.67,"Kg",2019-01-14
"Raspberries","Tesco Raspberries ","Tesco",2,13.33,"Kg",2019-01-14
"Raspberries","Tesco Rosedene Farms Raspberries ","Tesco",1.37,10.96,"Kg",2019-01-14
"Raspberries","Tesco Raspberries ","Tesco",3,12,"Kg",2019-01-14
"Strawberries","ASDA Grower's Selection Strawberries ","ASDA",2.99,6.25,"Kg",2019-01-14
"Strawberries","ASDA Grower's Selection Strawberries ","ASDA",1.89,6.56,"Kg",2019-01-14
"Strawberries","Oaklands Strawberries ","Lidl",2.85,7.13,"Kg",2019-01-14
"Strawberries","Morrisons Strawberries ","Morrisons",2,8.81,"Kg",2019-01-14
"Strawberries","Morrisons Wonky Strawberries ","Morrisons",1,4.41,"Kg",2019-01-14
"Strawberries","Morrisons Strawberries ","Morrisons",2.94,7.35,"Kg",2019-01-14
"Strawberries","Ocado Strawberries ","Ocado",1.99,6.63,"Kg",2019-01-14
"Strawberries","Waitrose Strawberries ","Ocado",3,10.91,"Kg",2019-01-14
"Strawberries","BerryWorld Strawberries ","Ocado",3,12,"Kg",2019-01-14
"Strawberries","Sainsbury's Strawberries ","Sainsburys",2,8.81,"Kg",2019-01-14
"Strawberries","Sainsbury's Organic British Strawberries ","Sainsburys",3,10,"Kg",2019-01-14
"Strawberries","Sainsbury's Taste the Difference Strawberries ","Sainsburys",3,10,"Kg",2019-01-14
"Strawberries","Tesco Strawberries ","Tesco",2,8.81,"Kg",2019-01-14
"Strawberries","Tesco Rosedene Farms Strawberries ","Tesco",1.65,7.27,"Kg",2019-01-14
"Mangoes","ASDA Grower's Selection Large Mango","ASDA",1,0.79,"Each",2019-01-14
"Mangoes","ASDA Grower's Selection Ready to Eat Mango ","ASDA",1.79,0.75,"Each",2019-01-14
"Mangoes","ASDA Grower's Selection Giant Mango","ASDA",1.69,1.29,"Each",2019-01-14
"Mangoes","Iceland Mango ","Iceland",1.5,7.5,"Kg",2019-01-14
"Mangoes","Lidl Mango","Lidl",0.97,0.69,"Each",2019-01-14
"Mangoes","Oaklands Ready to Eat Mango ","Lidl",1.75,0.875,"Each",2019-01-14
"Mangoes","Morrisons Ready to Eat Giant Mango","Morrisons",1.9,1.9,"Each",2019-01-14
"Mangoes","Ocado Giant Mango","Ocado",1.8,1,"Each",2019-01-14
"Mangoes","Waitrose Large Mango Loose","Ocado",1.35,1.35,"Each",2019-01-14
"Mangoes","Waitrose 1 Perfectly Ripe Mango ","Ocado",2.4,1.2,"Each",2019-01-14
"Mangoes","Waitrose 1 Perfectly Ripe Large Mango","Ocado",2,1.33,"Each",2019-01-14
"Mangoes","Love Me Tender Perfectly Ripe Mango ","Ocado",3.5,1.4,"Each",2019-01-14
"Mangoes","Ethical Food Company Organic Mango","Ocado",2.25,2.25,"Each",2019-01-14
"Mangoes","Ocado Gold Mango","Ocado",2.49,2.49,"Each",2019-01-14
"Mangoes","Love Me Tender Organic Mango","Ocado",2,1,"Each",2019-01-14
"Mangoes","Sainsbury's Large Mango","Sainsburys",1.25,1.25,"Each",2019-01-14
"Mangoes","Sainsbury's Ripe Mangoes ","Sainsburys",1.85,0.75,"Each",2019-01-14
"Mangoes","Sainsbury's Organic Mango","Sainsburys",1.5,1.5,"Each",2019-01-14
"Mangoes","Sainsbury's Mango Box ","Sainsburys",4.5,2.25,"Kg",2019-01-14
"Mangoes","Tesco Mango","Tesco",1,1,"Each",2019-01-14
"Mangoes","Tesco Ripe & Ready Mango ","Tesco",1.89,0.945,"Each",2019-01-14
"Mangoes","Tesco Giant Mango","Tesco",1.8,1.8,"Each",2019-01-14
"Mangoes","Tesco Organic Mango Loose","Tesco",1.2,1.2,"Each",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Passion Fruit ","ASDA",1,0.333,"Each",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Pomegranates ","ASDA",1,0.333,"Each",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Coconut","ASDA",0.8,0.5,"Each",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Giant Pomegranate","ASDA",1,1,"Each",2019-01-14
"Exotic_Fruit","ASDA Pomegranate Seeds ","ASDA",1.75,8.75,"Kg",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Papaya ","ASDA",2,1,"Each",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Physalis ","ASDA",1,7.9,"Kg",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Pomegranate Seeds ","ASDA",1,12.5,"Kg",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Figs ","ASDA",2,14.29,"Kg",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Sharon Fruit ","ASDA",1.5,0.25,"Each",2019-01-14
"Exotic_Fruit","ASDA Grower's Selection Lychees ","ASDA",2,5,"Kg",2019-01-14
"Exotic_Fruit","ASDA Smartprice Coconuts ","ASDA",1.65,0.467,"Each",2019-01-14
"Exotic_Fruit","Lidl Kaki Fruit","Lidl",0.45,0.45,"Each",2019-01-14
"Exotic_Fruit","Lidl Large Pomegranate","Lidl",1.39,1.39,"Each",2019-01-14
"Exotic_Fruit","Morrisons Papaya","Morrisons",1.5,1.5,"Each",2019-01-14
"Exotic_Fruit","Morrisons Physalis ","Morrisons",1,14.29,"Kg",2019-01-14
"Exotic_Fruit","Morrisons Lychees ","Morrisons",1.15,6.76,"Kg",2019-01-14
"Exotic_Fruit","Morrisons Pomegranate Seeds ","Morrisons",2.5,10,"Kg",2019-01-14
"Exotic_Fruit","Morrisons Pomegranate Seeds ","Morrisons",1.25,12.5,"Kg",2019-01-14
"Exotic_Fruit","Morrisons Coconut","Morrisons",0.8,0.8,"Each",2019-01-14
"Exotic_Fruit","Ocado Passion Fruit ","Ocado",1.25,0.333,"Each",2019-01-14
"Exotic_Fruit","Waitrose Passion Fruit ","Ocado",1.5,0.5,"Each",2019-01-14
"Exotic_Fruit","Ocado Figs ","Ocado",2.67,0.668,"Each",2019-01-14
"Exotic_Fruit","Ocado Pomegranate","Ocado",1.25,1.25,"Each",2019-01-14
"Exotic_Fruit","Waitrose Pomegranates ","Ocado",3,1.5,"Each",2019-01-14
"Exotic_Fruit","Waitrose Papaya Loose","Ocado",2,2,"Each",2019-01-14
"Exotic_Fruit","Waitrose Pomegranate Seeds ","Ocado",2,16,"Kg",2019-01-14
"Exotic_Fruit","Ocado Ripe & Ready to Eat Papaya ","Ocado",2.7,1.35,"Each",2019-01-14
"Exotic_Fruit","Waitrose 1 Perfectly Ripe Papaya ","Ocado",3,1.5,"Each",2019-01-14
"Exotic_Fruit","Ocado Pomegranate Seeds ","Ocado",2.5,10,"Kg",2019-01-14
"Exotic_Fruit","Waitrose Good to Go Pomegranate ","Ocado",1.75,15.91,"Kg",2019-01-14
"Exotic_Fruit","Waitrose Cook's Ingredients Pomegranate Seeds ","Ocado",1.4,17.5,"Kg",2019-01-14
"Exotic_Fruit","Waitrose Speciality Figs ","Ocado",4.5,19.57,"Kg",2019-01-14
"Exotic_Fruit","Love Me Tender Perfectly Ripe Papaya ","Ocado",3.5,1.4,"Each",2019-01-14
"Exotic_Fruit","Wholegood Organic Pomegranate","Ocado",2.19,2.19,"Each",2019-01-14
"Exotic_Fruit","Waitrose Physalis ","Ocado",1,10,"Kg",2019-01-14
"Exotic_Fruit","Love Me Tender Spanish Persimmons ","Ocado",5,1,"Each",2019-01-14
"Exotic_Fruit","Creative Nature Goji Berries Ningxia ","Ocado",9.99,26.63,"Kg",2019-01-14
"Exotic_Fruit","Waitrose Passion Fruit ","Ocado",2,1,"Each",2019-01-14
"Exotic_Fruit","Waitrose Speciality Figs ","Ocado",2.8,20,"Kg",2019-01-14
"Exotic_Fruit","Natoora Large Sicilian Pomegranate","Ocado",3.99,3.99,"Each",2019-01-14
"Exotic_Fruit","Waitrose Lychees ","Ocado",3,17.14,"Kg",2019-01-14
"Exotic_Fruit","Natoora British Quince Apples ","Ocado",2.99,7.48,"Kg",2019-01-14
"Exotic_Fruit","Natoora Italian Kumquats ","Ocado",4,26.67,"Kg",2019-01-14
"Exotic_Fruit","Sainsbury's Pomegranates","Sainsburys",1.25,1.25,"Each",2019-01-14
"Exotic_Fruit","Sainsbury's Papaya ","Sainsburys",2.5,1.25,"Each",2019-01-14
"Exotic_Fruit","Sainsbury's Passion Fruit ","Sainsburys",1.25,0.417,"Each",2019-01-14
"Exotic_Fruit","Sainsbury's Persimon ","Sainsburys",1,0.333,"Each",2019-01-14
"Exotic_Fruit","Sainsbury's Pomegranate Seeds ","Sainsburys",1.3,13,"Kg",2019-01-14
"Exotic_Fruit","Sainsbury's Coconut","Sainsburys",0.8,0.8,"Each",2019-01-14
"Exotic_Fruit","Sainsbury's Ripe Papaya","Sainsburys",1.5,1.5,"Each",2019-01-14
"Exotic_Fruit","Sainsbury's Lychees ","Sainsburys",2,7.5,"Kg",2019-01-14
"Exotic_Fruit","Sainsbury's Large Pomegranate ","Sainsburys",2.95,1.48,"Each",2019-01-14
"Exotic_Fruit","Sainsbury's Physalis ","Sainsburys",1,10,"Kg",2019-01-14
"Exotic_Fruit","Sainsbury's Pomegranate Seeds ","Sainsburys",4,11.43,"Kg",2019-01-14
"Exotic_Fruit","Sainsbury's Large Sharon Fruit ","Sainsburys",1.15,0.383,"Each",2019-01-14
"Exotic_Fruit","Sainsbury's Giant Papaya","Sainsburys",4,4,"Each",2019-01-14
"Exotic_Fruit","Tesco Coconut","Tesco",0.69,0.69,"Each",2019-01-14
"Exotic_Fruit","Tesco Passion Fruit ","Tesco",1.25,0.417,"Each",2019-01-14
"Exotic_Fruit","Tesco Pomegranate Loose","Tesco",1.25,1.25,"Each",2019-01-14
"Exotic_Fruit","Tesco Persimmon Fruit ","Tesco",1,0.333,"Each",2019-01-14
"Exotic_Fruit","Tesco Ripe Papaya ","Tesco",2.7,1.35,"Each",2019-01-14
"Exotic_Fruit","Tesco Pomegranate Seeds ","Tesco",1,12.5,"Kg",2019-01-14
"Exotic_Fruit","Tesco Pomegranate Seeds ","Tesco",2.5,10,"Kg",2019-01-14
"Exotic_Fruit","Tesco Ripe Papaya Loose","Tesco",1.6,1.6,"Each",2019-01-14
"Exotic_Fruit","Tesco Lychee ","Tesco",2,8,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Beef Mince - 20% Fat ","ASDA",1.89,3.78,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Beef Mince - 12% Fat ","ASDA",3.79,5.05,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Beef Mince - 5% Fat ","ASDA",3.31,6.62,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Northern Ireland Beef Mince - 12% Fat ","ASDA",2.28,4.56,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Beef Steak Mince - 5% Fat ","ASDA",6.19,5.5,"Kg",2019-01-14
"Minced_Beef","Shazans Halal Beef Mince ","ASDA",4,8,"Kg",2019-01-14
"Minced_Beef","ASDA Extra Special Aberdeen Angus Minced Beef ","ASDA",3.75,7.5,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Beef Mince - 20% Fat ","ASDA",3.75,3.75,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Beef & Pork Mince ","ASDA",3.58,4.77,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Beef Mince - 12% Fat ","ASDA",4.5,4.5,"Kg",2019-01-14
"Minced_Beef","ASDA Butcher's Selection Beef Mince - 5% Fat ","ASDA",2.19,8.76,"Kg",2019-01-14
"Minced_Beef","ASDA Organic Beef Mince ","ASDA",4,8,"Kg",2019-01-14
"Minced_Beef","Iceland Butcher's Market Lean Beef Steak Mince - 5% Fat ","Iceland",3,7.5,"Kg",2019-01-14
"Minced_Beef","Iceland Luxury Aberdeen Angus Beef Mince ","Iceland",3,7.5,"Kg",2019-01-14
"Minced_Beef","Iceland Butcher's Market Beef Mince - 23% Fat ","Iceland",2,4,"Kg",2019-01-14
"Minced_Beef","Iceland Butcher's Market Beef Steak Mince - 12% Fat ","Iceland",3,6,"Kg",2019-01-14
"Minced_Beef","Iceland Butcher's Market Lean Beef Steak Mince - 5% Fat ","Iceland",5,7.14,"Kg",2019-01-14
"Minced_Beef","Simply... Beef Mince ","Lidl",2.35,2.94,"Kg",2019-01-14
"Minced_Beef","Morrisons Minced Beef - 20% Fat ","Morrisons",1.75,3.5,"Kg",2019-01-14
"Minced_Beef","Morrisons Minced Beef - 5% Fat ","Morrisons",3.8,7.6,"Kg",2019-01-14
"Minced_Beef","Shazans Halal Beef Mince ","Morrisons",4,8,"Kg",2019-01-14
"Minced_Beef","Morrisons Beef Mince - 5% Fat ","Morrisons",4.85,6.47,"Kg",2019-01-14
"Minced_Beef","Morrisons British Beef Mince - 12% Fat ","Morrisons",2.87,5.74,"Kg",2019-01-14
"Minced_Beef","Morrisons British Beef Mince - 12% Fat ","Morrisons",4,5.93,"Kg",2019-01-14
"Minced_Beef","Morrisons The Best British Shorthorn Minced Beef - 10% Fat ","Morrisons",4,8,"Kg",2019-01-14
"Minced_Beef","Morrisons British Beef & Pork Bolognese Mince ","Morrisons",3.5,3.33,"Kg",2019-01-14
"Minced_Beef","Morrisons The Best Matured Scotch Beef Mince - 12% Fat ","Morrisons",4.44,8.88,"Kg",2019-01-14
"Minced_Beef","Waitrose Aberdeen Angus Mince Beef - 10% Fat ","Ocado",4.3,10.75,"Kg",2019-01-14
"Minced_Beef","Waitrose Aberdeen Angus Mince Beef - 5% Fat ","Ocado",5,8.33,"Kg",2019-01-14
"Minced_Beef","Waitrose Duchy Organic Mince Beef - 10% Fat ","Ocado",4.3,10.75,"Kg",2019-01-14
"Minced_Beef","Ocado Beef Mince - 20% Fat ","Ocado",2.5,5,"Kg",2019-01-14
"Minced_Beef","Waitrose Hereford Beef Mince -10% Fat ","Ocado",4.3,10.75,"Kg",2019-01-14
"Minced_Beef","Ocado Beef Steak Mince - 5% Fat ","Ocado",3.39,6.78,"Kg",2019-01-14
"Minced_Beef","Eden Hereford Beef Steak Mince - 15% Fat ","Ocado",5.49,5.48,"Kg",2019-01-14
"Minced_Beef","Ocado Beef Steak Mince - 10% Fat ","Ocado",4.93,6.57,"Kg",2019-01-14
"Minced_Beef","Ocado Beef Steak Mince - 5% Fat ","Ocado",2.19,8.76,"Kg",2019-01-14
"Minced_Beef","Brookfield Farm Organic Extra Lean Beef Mince ","Ocado",5.29,13.23,"Kg",2019-01-14
"Minced_Beef","Essential Waitrose British Beef Mince - 10% Fat ","Ocado",3.2,6.4,"Kg",2019-01-14
"Minced_Beef","Ocado Gold Angus Beef Mince - 15% Fat ","Ocado",4,8,"Kg",2019-01-14
"Minced_Beef","Pure Irish Organic Beef Steak Mince - 15% Fat ","Ocado",5,12.5,"Kg",2019-01-14
"Minced_Beef","Eversfield Organic Beef Steak Mince Grass Fed ","Ocado",5.99,12.73,"Kg",2019-01-14
"Minced_Beef","Waitrose Aberdeen Angus Mince Beef - 15% Fat ","Ocado",4,10,"Kg",2019-01-14
"Minced_Beef","Waitrose 1 Veal Mince - 15% Fat ","Ocado",4.29,10.73,"Kg",2019-01-14
"Minced_Beef","Eden Lean Beef Mince - 5% Fat ","Ocado",4.2,10.5,"Kg",2019-01-14
"Minced_Beef","Daylesford Organic Extra Lean Beef Mince - 5% Fat ","Ocado",6.99,11.18,"Kg",2019-01-14
"Minced_Beef","Ocado Gold Angus Lean Beef Steak Mince - 5% Fat ","Ocado",6.24,12.48,"Kg",2019-01-14
"Minced_Beef","Eversfield Organic Beef Steak Mince Grass Fed - 5% Fat ","Ocado",5.99,14.98,"Kg",2019-01-14
"Minced_Beef","The Juicy Meat Co. Dry Aged Beef Rib Ragu ","Ocado",4.49,11.23,"Kg",2019-01-14
"Minced_Beef","Frohwein's Kosher Beef Mince ","Ocado",5,11.11,"Kg",2019-01-14
"Minced_Beef","Haloodies Beef Mince Halal ","Ocado",4.49,9.89,"Kg",2019-01-14
"Minced_Beef","Daylesford Organic Beef Mince - 20% Fat ","Ocado",6,12,"Kg",2019-01-14
"Minced_Beef","Daylesford Organic Aberdeen Angus Beef Mince - 10% Fat ","Ocado",6.79,13.58,"Kg",2019-01-14
"Minced_Beef","Pure Irish Organic Extra Lean Beef Steak Mince - 5% Fat ","Ocado",5.75,10.78,"Kg",2019-01-14
"Minced_Beef","Brookfield Farm Veal Mince ","Ocado",3.99,9.98,"Kg",2019-01-14
"Minced_Beef","The Juicy Meat Co. 5% Mince ","Ocado",4.5,6.67,"Kg",2019-01-14
"Minced_Beef","The Juicy Meat Co. Organic 5% Mince ","Ocado",5.99,14.98,"Kg",2019-01-14
"Minced_Beef","Sainsbury's Beef Mince - 5% Fat ","Sainsburys",5,6.67,"Kg",2019-01-14
"Minced_Beef","Sainsbury's Beef Mince - 5% Fat ","Sainsburys",3.5,7,"Kg",2019-01-14
"Minced_Beef","Sainsbury's Beef Mince - 12% Fat ","Sainsburys",2.5,5,"Kg",2019-01-14
"Minced_Beef","Sainsbury's Beef Mince - 5% Fat ","Sainsburys",2.2,8.8,"Kg",2019-01-14
"Minced_Beef","Sainsbury's British Beef Mince - 20% Fat ","Sainsburys",1.95,3.9,"Kg",2019-01-14
"Minced_Beef","Sainsbury's Organic Beef Mince - 12% Fat ","Sainsburys",3,7.5,"Kg",2019-01-14
"Minced_Beef","Sainsbury's Organic Beef Mince - 5% Fat ","Sainsburys",3.8,9.5,"Kg",2019-01-14
"Minced_Beef","Sainsbury's Taste the Difference Beef Mince - 12% Fat ","Sainsburys",4,8,"Kg",2019-01-14
"Minced_Beef","Tariq Halal Beef Mince ","Sainsburys",3.5,7.78,"Kg",2019-01-14
"Minced_Beef","Sainsbury's Taste the Difference Freedom Food British Veal Mince ","Sainsburys",5.5,11,"Kg",2019-01-14
"Minced_Beef","Tesco Beef Mince - 15% Fat ","Tesco",3.79,5.05,"Kg",2019-01-14
"Minced_Beef","Tesco Beef Mince - 15% Fat ","Tesco",2.5,5,"Kg",2019-01-14
"Minced_Beef","Tesco Beef Steak Mince - 5% Fat ","Tesco",4.5,6,"Kg",2019-01-14
"Minced_Beef","Tesco Beef Steak Mince - 5% Fat ","Tesco",3.39,6.78,"Kg",2019-01-14
"Minced_Beef","Tesco Boswell Farms Beef Mince - 20% Fat ","Tesco",2.97,2.97,"Kg",2019-01-14
"Minced_Beef","Tesco Boswell Farms Beef Mince - 20% Fat ","Tesco",1.49,2.98,"Kg",2019-01-14
"Minced_Beef","Tesco Beef Steak Mince - 5% Fat ","Tesco",2.19,8.76,"Kg",2019-01-14
"Minced_Beef","Tesco Finest Aberdeen Angus Beef Mince - 15% Fat ","Tesco",4,7,"Kg",2019-01-14
"Minced_Beef","Tesco Organic Steak Mince - 15% Fat ","Tesco",4.5,9,"Kg",2019-01-14
"Minced_Beef","Tesco Counter Beef Steak Mince - 12% Fat ","Tesco",1.8,6,"Kg",2019-01-14
"Minced_Beef","Tesco Finest Veal Mince - 15% Fat ","Tesco",4.5,9,"Kg",2019-01-14
"Diced_Beef","Ashfield Farm British Diced Beef ","Aldi",4.79,6.84,"Kg",2019-01-14
"Diced_Beef","ASDA Butcher's Selection Diced Beef ","ASDA",5.5,7.41,"Kg",2019-01-14
"Diced_Beef","ASDA Butcher's Selection Diced Beef ","ASDA",3.8,8,"Kg",2019-01-14
"Diced_Beef","ASDA Butcher's Selection British Diced Beef Casserole ","ASDA",2.49,9.96,"Kg",2019-01-14
"Diced_Beef","ASDA Butcher's Selection Beef Stir Fry ","ASDA",3.6,10.29,"Kg",2019-01-14
"Diced_Beef","ASDA Organic Butcher's Selection Diced Beef ","ASDA",3.75,10.71,"Kg",2019-01-14
"Diced_Beef","ASDA Extra Special Aberdeen Angus Diced Beef ","ASDA",4,11.43,"Kg",2019-01-14
"Diced_Beef","Iceland Butcher's Market Diced Beef ","Iceland",3,7.89,"Kg",2019-01-14
"Diced_Beef","Iceland Butcher's Market Diced Beef ","Iceland",5,7.69,"Kg",2019-01-14
"Diced_Beef","Morrisons Diced Beef ","Morrisons",4.15,9.02,"Kg",2019-01-14
"Diced_Beef","Shazans Halal Diced Beef ","Morrisons",6,10,"Kg",2019-01-14
"Diced_Beef","Morrisons The Best British Shorthorn Diced Beef ","Morrisons",4,10,"Kg",2019-01-14
"Diced_Beef","Morrisons Beef Stir Fry ","Morrisons",4.46,11.01,"Kg",2019-01-14
"Diced_Beef","Ocado Lean Diced Beef ","Ocado",5,8.33,"Kg",2019-01-14
"Diced_Beef","Essential Waitrose British Diced Braising Steak ","Ocado",4.4,11,"Kg",2019-01-14
"Diced_Beef","Ocado Diced Beef - 5% Fat ","Ocado",3.16,9.24,"Kg",2019-01-14
"Diced_Beef","Eden Lean Diced Beef - 5% Fat ","Ocado",4,6.65,"Kg",2019-01-14
"Diced_Beef","Eversfield Organic Diced Stewing Beef Grass Fed ","Ocado",5.79,14.48,"Kg",2019-01-14
"Diced_Beef","Essential Waitrose Beef Extra Lean Diced Braising Steak ","Ocado",5,12.5,"Kg",2019-01-14
"Diced_Beef","Ocado Lean Beef Strips ","Ocado",3.8,10.13,"Kg",2019-01-14
"Diced_Beef","Eden Beef Stir Fry ","Ocado",6,15,"Kg",2019-01-14
"Diced_Beef","Brookfield Farm Organic Beef Stir Fry ","Ocado",4.99,16.63,"Kg",2019-01-14
"Diced_Beef","Frohwein's Diced Beef Kosher ","Ocado",7.25,14.5,"Kg",2019-01-14
"Diced_Beef","Brookfield Farm Veal Diced ","Ocado",5.6,14,"Kg",2019-01-14
"Diced_Beef","Haloodies Diced Beef Halal ","Ocado",4.99,10.99,"Kg",2019-01-14
"Diced_Beef","Daylesford Organic Diced Beef Aberdeen Angus ","Ocado",7.99,15.98,"Kg",2019-01-14
"Diced_Beef","Daylesford Organic Beef Strips ","Ocado",7.99,19.98,"Kg",2019-01-14
"Diced_Beef","The Juicy Meat Co. Flat Iron Steak Stir Fry ","Ocado",4.5,16.07,"Kg",2019-01-14
"Diced_Beef","Sainsbury's Diced Beef Shin ","Sainsburys",2.85,7.13,"Kg",2019-01-14
"Diced_Beef","Sainsbury's Extra Lean Diced Beef ","Sainsburys",4.8,8,"Kg",2019-01-14
"Diced_Beef","Sainsbury's Extra Lean Diced Beef ","Sainsburys",3.7,9.25,"Kg",2019-01-14
"Diced_Beef","Sainsbury's Organic Diced Beef ","Sainsburys",4.5,11.25,"Kg",2019-01-14
"Diced_Beef","Sainsbury's Taste the Difference Lean Diced Beef ","Sainsburys",4.5,11.25,"Kg",2019-01-14
"Diced_Beef","Sainsbury's Taste the Difference Diced Veal ","Sainsburys",7.5,16.67,"Kg",2019-01-14
"Diced_Beef","Tesco Boswell Farms Diced Beef ","Tesco",2.59,6.48,"Kg",2019-01-14
"Diced_Beef","Tesco Diced Beef ","Tesco",3.7,9.25,"Kg",2019-01-14
"Diced_Beef","Tesco Diced Beef ","Tesco",2,8,"Kg",2019-01-14
"Diced_Beef","Tesco Diced Beef ","Tesco",5,8.33,"Kg",2019-01-14
"Diced_Beef","Tesco Organic Diced Beef ","Tesco",4,10,"Kg",2019-01-14
"Diced_Beef","Tesco Finest Diced Beef ","Tesco",5,12.5,"Kg",2019-01-14
"Diced_Beef","Tesco Beef Stir Fry Strips ","Tesco",3.8,10.64,"Kg",2019-01-14
"Diced_Beef","Tesco Deli Counter British Beef Stewing ","Tesco",2,8,"Kg",2019-01-14
"Diced_Beef","Tesco Counter Beef Skirt ","Tesco",2.85,9.5,"Kg",2019-01-14
"Fresh_Beef","Ashfield Farm Beef Medallions Steak ","Aldi",2.85,8.38,"Kg",2019-01-14
"Fresh_Beef","Ashfield Farm 21 Days Matured British Beef Roasting Joint ","Aldi",5.99,5.99,"Kg",2019-01-14
"Fresh_Beef","Specially Selected 30 Day Matured Aberdeen Angus Sirloin Steak ","Aldi",4.49,19.78,"Kg",2019-01-14
"Fresh_Beef","Specially Selected 30 Day Matured British Fillet Steak 6oz ","Aldi",5.19,30.53,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection British Beef Braising Steak ","ASDA",3.85,9.63,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection Beef Rump Steak ","ASDA",5,10,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection Beef Rump Steak ","ASDA",3.7,14.51,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection British Medallion Steak ","ASDA",3.7,10.88,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection British Frying Steak ","ASDA",3.4,10.97,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection British Sirloin Steak ","ASDA",3.7,16.3,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection British Ribeye Steak ","ASDA",3.7,16.3,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection British Stewing Beef ","ASDA",3.75,8.33,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection Thin Cut Beef Steak ","ASDA",4.75,9.5,"Kg",2019-01-14
"Fresh_Beef","ASDA Farm Stores Beef Sirloin Steak ","ASDA",2.82,14.46,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection Beef Joint by Weight ","ASDA",10.78,5.99,"Kg",2019-01-14
"Fresh_Beef","ASDA Farm Stores Beef Roasting Joint by Weight ","ASDA",9.37,6.69,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection Rolled Beef Brisket by Weight ","ASDA",8.79,7.99,"Kg",2019-01-14
"Fresh_Beef","Shazans Halal Beef Steaks ","ASDA",4,11.76,"Kg",2019-01-14
"Fresh_Beef","ASDA Farm Stores Beef Rump Steak ","ASDA",2.97,12.17,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection British Beef Roasting Joint by Weight ","ASDA",5.75,11.5,"Kg",2019-01-14
"Fresh_Beef","ASDA Butcher's Selection Beef Fillet Steak by Weight ","ASDA",5.9,29.5,"Kg",2019-01-14
"Fresh_Beef","ASDA Extra Special Aberdeen Angus Rump Steak ","ASDA",4.5,17.65,"Kg",2019-01-14
"Fresh_Beef","ASDA Extra Special Aberdeen Angus Ribeye Steak ","ASDA",5,22.03,"Kg",2019-01-14
"Fresh_Beef","ASDA Extra Special Matured Beef Joint by Weight ","ASDA",11.2,8,"Kg",2019-01-14
