"UID","Price_Change","Percent_Change","Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Offer_Price_per_unit","Price_per_unit","Size","Unit","Date"
"042570 ASDA Grower's Selection Coconut",0,0,"042570","ASDA Grower's Selection Coconut","Exotic_Fruit","ASDA Grower's Selection Coconut","ASDA",0.8,NA,0.5,"1","Each",2019-01-21
"515222 ASDA Pomegranate Seeds (200g)",0,0,"515222","ASDA Pomegranate Seeds (200g)","Exotic_Fruit","ASDA Pomegranate Seeds ","ASDA",1.75,NA,8.75,"200g","Kg",2019-01-21
"108488 ASDA Grower's Selection Giant Pomegranate",0,0,"108488","ASDA Grower's Selection Giant Pomegranate","Exotic_Fruit","ASDA Grower's Selection Giant Pomegranate","ASDA",1,NA,1,"1","Each",2019-01-21
"239857 ASDA Grower's Selection Papaya (2)",0,0,"239857","ASDA Grower's Selection Papaya (2)","Exotic_Fruit","ASDA Grower's Selection Papaya ","ASDA",2,NA,1,"2","Each",2019-01-21
"242752 ASDA Grower's Selection Lychees (200g)",0,0,"242752","ASDA Grower's Selection Lychees (200g)","Exotic_Fruit","ASDA Grower's Selection Lychees ","ASDA",2,NA,5,"200g","Kg",2019-01-21
"166093 ASDA Grower's Selection Physalis (100g)",0,0,"166093","ASDA Grower's Selection Physalis (100g)","Exotic_Fruit","ASDA Grower's Selection Physalis ","ASDA",1,NA,7.9,"100g","Kg",2019-01-21
"266990 ASDA Grower's Selection Pomegranate Seeds (80g)",0,0,"266990","ASDA Grower's Selection Pomegranate Seeds (80g)","Exotic_Fruit","ASDA Grower's Selection Pomegranate Seeds ","ASDA",1,NA,12.5,"80g","Kg",2019-01-21
"042572 ASDA Grower's Selection Figs (140g)",0,0,"042572","ASDA Grower's Selection Figs (140g)","Exotic_Fruit","ASDA Grower's Selection Figs ","ASDA",2,NA,14.29,"140g","Kg",2019-01-21
"433032 ASDA Grower's Selection Sharon Fruit (6)",0,0,"433032","ASDA Grower's Selection Sharon Fruit (6)","Exotic_Fruit","ASDA Grower's Selection Sharon Fruit ","ASDA",1.5,NA,0.25,"6","Each",2019-01-21
"150080 ASDA Smartprice Coconuts (3)",0,0,"150080","ASDA Smartprice Coconuts (3)","Exotic_Fruit","ASDA Smartprice Coconuts ","ASDA",1.65,NA,0.467,"3","Each",2019-01-21
"467293 Lidl Kaki Fruit",0,0,"467293","Lidl Kaki Fruit","Exotic_Fruit","Lidl Kaki Fruit","Lidl",0.45,NA,0.45,"1","Each",2019-01-21
"467295 Lidl Large Pomegranate",0,0,"467295","Lidl Large Pomegranate","Exotic_Fruit","Lidl Large Pomegranate","Lidl",0.99,NA,0.99,"1","Each",2019-01-21
"177440 Morrisons Papaya",0,0,"177440","Morrisons Papaya","Exotic_Fruit","Morrisons Papaya","Morrisons",1.5,NA,1.5,"1","Each",2019-01-21
"312267 Morrisons Lychees (170g)",0,0,"312267","Morrisons Lychees (170g)","Exotic_Fruit","Morrisons Lychees ","Morrisons",1.15,NA,6.76,"170g","Kg",2019-01-21
"358805 Morrisons Pomegranate Seeds (100g)",0,0,"358805","Morrisons Pomegranate Seeds (100g)","Exotic_Fruit","Morrisons Pomegranate Seeds ","Morrisons",1.25,NA,12.5,"100g","Kg",2019-01-21
"NA Morrisons Pomegranate Seeds (250g)",0,0,"NA","Morrisons Pomegranate Seeds (250g)","Exotic_Fruit","Morrisons Pomegranate Seeds ","Morrisons",2.5,NA,10,"250g","Kg",2019-01-21
"172067 Morrisons Coconut",0,0,"172067","Morrisons Coconut","Exotic_Fruit","Morrisons Coconut","Morrisons",0.8,NA,0.8,"1","Each",2019-01-21
"NA Ocado Passion Fruit (3)",0,0,"NA","Ocado Passion Fruit (3)","Exotic_Fruit","Ocado Passion Fruit ","Ocado",1.25,NA,0.333,"3","Each",2019-01-21
"447259 Waitrose Passion Fruit (3)",0,0,"447259","Waitrose Passion Fruit (3)","Exotic_Fruit","Waitrose Passion Fruit ","Ocado",1.5,NA,0.5,"3","Each",2019-01-21
"268848 Ocado Figs (4)",0,0,"268848","Ocado Figs (4)","Exotic_Fruit","Ocado Figs ","Ocado",2.67,NA,0.668,"4","Each",2019-01-21
"248474 Ocado Pomegranate",0,0,"248474","Ocado Pomegranate","Exotic_Fruit","Ocado Pomegranate","Ocado",1.25,NA,1.25,"1","Each",2019-01-21
"026222 Waitrose Pomegranates (2)",0,0,"026222","Waitrose Pomegranates (2)","Exotic_Fruit","Waitrose Pomegranates ","Ocado",3,NA,1.5,"2","Each",2019-01-21
"042636 Waitrose Papaya Loose",0,0,"042636","Waitrose Papaya Loose","Exotic_Fruit","Waitrose Papaya Loose","Ocado",2,1.5,2,"1","Each",2019-01-21
"439737 Waitrose Pomegranate Seeds (125g)",0,0,"439737","Waitrose Pomegranate Seeds (125g)","Exotic_Fruit","Waitrose Pomegranate Seeds ","Ocado",2,NA,16,"125g","Kg",2019-01-21
"400282 Ocado Ripe & Ready to Eat Papaya (2)",0,0,"400282","Ocado Ripe & Ready to Eat Papaya (2)","Exotic_Fruit","Ocado Ripe & Ready to Eat Papaya ","Ocado",2.7,NA,1.35,"2","Each",2019-01-21
"026181 Waitrose 1 Perfectly Ripe Papaya (2)",0,0,"026181","Waitrose 1 Perfectly Ripe Papaya (2)","Exotic_Fruit","Waitrose 1 Perfectly Ripe Papaya ","Ocado",3,NA,1.5,"2","Each",2019-01-21
"NA Ocado Pomegranate Seeds (250g)",0,0,"NA","Ocado Pomegranate Seeds (250g)","Exotic_Fruit","Ocado Pomegranate Seeds ","Ocado",2.5,NA,10,"250g","Kg",2019-01-21
"200574 Waitrose Good to Go Pomegranate (110g)",0,0,"200574","Waitrose Good to Go Pomegranate (110g)","Exotic_Fruit","Waitrose Good to Go Pomegranate ","Ocado",1.75,NA,15.91,"110g","Kg",2019-01-21
"498786 Waitrose Speciality Figs (230g)",0,0,"498786","Waitrose Speciality Figs (230g)","Exotic_Fruit","Waitrose Speciality Figs ","Ocado",4.5,NA,19.57,"230g","Kg",2019-01-21
"538587 Waitrose Cook's Ingredients Pomegranate Seeds (80g)",0,0,"538587","Waitrose Cook's Ingredients Pomegranate Seeds (80g)","Exotic_Fruit","Waitrose Cook's Ingredients Pomegranate Seeds ","Ocado",1.4,NA,17.5,"80g","Kg",2019-01-21
"451732 Wholegood Organic Pomegranate",0,0,"451732","Wholegood Organic Pomegranate","Exotic_Fruit","Wholegood Organic Pomegranate","Ocado",2.19,NA,2.19,"1","Each",2019-01-21
"069980 Waitrose Physalis (100g)",0,0,"069980","Waitrose Physalis (100g)","Exotic_Fruit","Waitrose Physalis ","Ocado",1,NA,10,"100g","Kg",2019-01-21
"513353 Love Me Tender Spanish Persimmons (4)",0,0,"513353","Love Me Tender Spanish Persimmons (4)","Exotic_Fruit","Love Me Tender Spanish Persimmons ","Ocado",5,NA,1,"4","Each",2019-01-21
"309739 Love Me Tender Perfectly Ripe Papaya (2)",0,0,"309739","Love Me Tender Perfectly Ripe Papaya (2)","Exotic_Fruit","Love Me Tender Perfectly Ripe Papaya ","Ocado",3.5,NA,1.4,"2","Each",2019-01-21
"354773 Creative Nature Goji Berries Ningxia (300g)",0,0,"354773","Creative Nature Goji Berries Ningxia (300g)","Exotic_Fruit","Creative Nature Goji Berries Ningxia ","Ocado",9.99,NA,26.63,"300g","Kg",2019-01-21
"230409 Waitrose Passion Fruit (2)",0,0,"230409","Waitrose Passion Fruit (2)","Exotic_Fruit","Waitrose Passion Fruit ","Ocado",2,NA,1,"2","Each",2019-01-21
"451731 Waitrose Speciality Figs (140g)",0,0,"451731","Waitrose Speciality Figs (140g)","Exotic_Fruit","Waitrose Speciality Figs ","Ocado",2.8,NA,20,"140g","Kg",2019-01-21
"305915 Natoora Large Sicilian Pomegranate",0,0,"305915","Natoora Large Sicilian Pomegranate","Exotic_Fruit","Natoora Large Sicilian Pomegranate","Ocado",3.99,NA,3.99,"1","Each",2019-01-21
"201701 Waitrose Lychees (175g)",0,0,"201701","Waitrose Lychees (175g)","Exotic_Fruit","Waitrose Lychees ","Ocado",3,NA,17.14,"175g","Kg",2019-01-21
"541821 Natoora British Quince Apples (400g)",0,0,"541821","Natoora British Quince Apples (400g)","Exotic_Fruit","Natoora British Quince Apples ","Ocado",2.99,5.61,7.48,"400g","Kg",2019-01-21
"NA Natoora Italian Kumquats (150g)",0,0,"NA","Natoora Italian Kumquats (150g)","Exotic_Fruit","Natoora Italian Kumquats ","Ocado",4,NA,26.67,"150g","Kg",2019-01-21
"042613 Sainsbury's Pomegranates",0,0,"042613","Sainsbury's Pomegranates","Exotic_Fruit","Sainsbury's Pomegranates","Sainsburys",1.25,NA,1.25,"1","Each",2019-01-21
"042612 Sainsbury's Passion Fruit (3)",0,0,"042612","Sainsbury's Passion Fruit (3)","Exotic_Fruit","Sainsbury's Passion Fruit ","Sainsburys",1.25,NA,0.417,"3","Each",2019-01-21
"240999 Sainsbury's Papaya (2)",0,0,"240999","Sainsbury's Papaya (2)","Exotic_Fruit","Sainsbury's Papaya ","Sainsburys",2.5,NA,1.25,"2","Each",2019-01-21
"352627 Sainsbury's Persimon (3)",0,0,"352627","Sainsbury's Persimon (3)","Exotic_Fruit","Sainsbury's Persimon ","Sainsburys",1,NA,0.333,"3","Each",2019-01-21
"105880 Sainsbury's Pomegranate Seeds (100g)",0,0,"105880","Sainsbury's Pomegranate Seeds (100g)","Exotic_Fruit","Sainsbury's Pomegranate Seeds ","Sainsburys",1.3,NA,13,"100g","Kg",2019-01-21
"105800 Sainsbury's Coconut",0,0,"105800","Sainsbury's Coconut","Exotic_Fruit","Sainsbury's Coconut","Sainsburys",0.8,NA,0.8,"1","Each",2019-01-21
"025164 Sainsbury's Ripe Papaya",0,0,"025164","Sainsbury's Ripe Papaya","Exotic_Fruit","Sainsbury's Ripe Papaya","Sainsburys",1.5,NA,1.5,"1","Each",2019-01-21
"025161 Sainsbury's Lychees (200g)",0,0,"025161","Sainsbury's Lychees (200g)","Exotic_Fruit","Sainsbury's Lychees ","Sainsburys",2,NA,7.5,"200g","Kg",2019-01-21
"230687 Sainsbury's Large Pomegranate (2)",0,0,"230687","Sainsbury's Large Pomegranate (2)","Exotic_Fruit","Sainsbury's Large Pomegranate ","Sainsburys",2.95,NA,1.48,"2","Each",2019-01-21
"042609 Sainsbury's Physalis (100g)",0,0,"042609","Sainsbury's Physalis (100g)","Exotic_Fruit","Sainsbury's Physalis ","Sainsburys",1,NA,10,"100g","Kg",2019-01-21
"482356 Sainsbury's Pomegranate Seeds (350g)",0,0,"482356","Sainsbury's Pomegranate Seeds (350g)","Exotic_Fruit","Sainsbury's Pomegranate Seeds ","Sainsburys",4,NA,11.43,"350g","Kg",2019-01-21
"208495 Sainsbury's Large Sharon Fruit (3)",0,0,"208495","Sainsbury's Large Sharon Fruit (3)","Exotic_Fruit","Sainsbury's Large Sharon Fruit ","Sainsburys",1.15,NA,0.383,"3","Each",2019-01-21
"056441 Sainsbury's Giant Papaya",0,0,"056441","Sainsbury's Giant Papaya","Exotic_Fruit","Sainsbury's Giant Papaya","Sainsburys",4,NA,4,"1","Each",2019-01-21
"023878 Tesco Coconut",0,0,"023878","Tesco Coconut","Exotic_Fruit","Tesco Coconut","Tesco",0.69,NA,0.69,"1","Each",2019-01-21
"143895 Tesco Passion Fruit (3)",0,0,"143895","Tesco Passion Fruit (3)","Exotic_Fruit","Tesco Passion Fruit ","Tesco",1.25,NA,0.417,"3","Each",2019-01-21
"023882 Tesco Pomegranate Loose",0,0,"023882","Tesco Pomegranate Loose","Exotic_Fruit","Tesco Pomegranate Loose","Tesco",1.25,NA,1.25,"1","Each",2019-01-21
"543191 Tesco Persimmon Fruit (3)",0,0,"543191","Tesco Persimmon Fruit (3)","Exotic_Fruit","Tesco Persimmon Fruit ","Tesco",1,NA,0.333,"3","Each",2019-01-21
"244388 Tesco Ripe Papaya (2)",0,0,"244388","Tesco Ripe Papaya (2)","Exotic_Fruit","Tesco Ripe Papaya ","Tesco",2.7,NA,1.35,"2","Each",2019-01-21
"023877 Tesco Ripe Papaya Loose",0,0,"023877","Tesco Ripe Papaya Loose","Exotic_Fruit","Tesco Ripe Papaya Loose","Tesco",1.6,NA,1.6,"1","Each",2019-01-21
"NA Tesco Lychee (250g)",0,0,"NA","Tesco Lychee (250g)","Exotic_Fruit","Tesco Lychee ","Tesco",2,NA,8,"250g","Kg",2019-01-21
"NA Ashfield Farm Beef Medallions Steak (340g)",0,0,"NA","Ashfield Farm Beef Medallions Steak (340g)","Fresh_Beef","Ashfield Farm Beef Medallions Steak ","Aldi",2.85,NA,8.38,"340g","Kg",2019-01-21
"NA Ashfield Farm 21 Days Matured British Beef Roasting Joint (Approx 1Kg)",0,0,"NA","Ashfield Farm 21 Days Matured British Beef Roasting Joint (Approx 1Kg)","Fresh_Beef","Ashfield Farm 21 Days Matured British Beef Roasting Joint ","Aldi",5.99,NA,5.99,"Approx 1Kg","Kg",2019-01-21
"NA Specially Selected 30 Day Matured Aberdeen Angus Sirloin Steak (227g)",0,0,"NA","Specially Selected 30 Day Matured Aberdeen Angus Sirloin Steak (227g)","Fresh_Beef","Specially Selected 30 Day Matured Aberdeen Angus Sirloin Steak ","Aldi",4.49,NA,19.78,"227g","Kg",2019-01-21
"NA Specially Selected 30 Day Matured British Fillet Steak 6oz (170g)",0,0,"NA","Specially Selected 30 Day Matured British Fillet Steak 6oz (170g)","Fresh_Beef","Specially Selected 30 Day Matured British Fillet Steak 6oz ","Aldi",5.19,NA,30.53,"170g","Kg",2019-01-21
"188294 ASDA Butcher's Selection British Beef Braising Steak (400g)",0,0,"188294","ASDA Butcher's Selection British Beef Braising Steak (400g)","Fresh_Beef","ASDA Butcher's Selection British Beef Braising Steak ","ASDA",3.85,8.33,9.63,"400g","Kg",2019-01-21
"493134 ASDA Butcher's Selection Beef Rump Steak (475g)",0,0,"493134","ASDA Butcher's Selection Beef Rump Steak (475g)","Fresh_Beef","ASDA Butcher's Selection Beef Rump Steak ","ASDA",5,NA,10,"475g","Kg",2019-01-21
"317707 ASDA Butcher's Selection Beef Rump Steak (255g)",0,0,"317707","ASDA Butcher's Selection Beef Rump Steak (255g)","Fresh_Beef","ASDA Butcher's Selection Beef Rump Steak ","ASDA",3.7,13.73,14.51,"255g","Kg",2019-01-21
"279663 ASDA Butcher's Selection British Medallion Steak (340g)",0,0,"279663","ASDA Butcher's Selection British Medallion Steak (340g)","Fresh_Beef","ASDA Butcher's Selection British Medallion Steak ","ASDA",3.7,9.8,10.88,"340g","Kg",2019-01-21
"295950 ASDA Butcher's Selection British Frying Steak (310g)",0,0,"295950","ASDA Butcher's Selection British Frying Steak (310g)","Fresh_Beef","ASDA Butcher's Selection British Frying Steak ","ASDA",3.4,NA,10.97,"310g","Kg",2019-01-21
"278597 ASDA Butcher's Selection British Sirloin Steak (227g)",0,0,"278597","ASDA Butcher's Selection British Sirloin Steak (227g)","Fresh_Beef","ASDA Butcher's Selection British Sirloin Steak ","ASDA",3.7,15.42,16.3,"227g","Kg",2019-01-21
"278593 ASDA Butcher's Selection British Ribeye Steak (227g)",0,0,"278593","ASDA Butcher's Selection British Ribeye Steak (227g)","Fresh_Beef","ASDA Butcher's Selection British Ribeye Steak ","ASDA",3.7,15.42,16.3,"227g","Kg",2019-01-21
"299285 ASDA Butcher's Selection British Stewing Beef (450g)",0,0,"299285","ASDA Butcher's Selection British Stewing Beef (450g)","Fresh_Beef","ASDA Butcher's Selection British Stewing Beef ","ASDA",3.75,NA,8.33,"450g","Kg",2019-01-21
"475935 ASDA Farm Stores Beef Sirloin Steak (195g)",0,0,"475935","ASDA Farm Stores Beef Sirloin Steak (195g)","Fresh_Beef","ASDA Farm Stores Beef Sirloin Steak ","ASDA",2.82,NA,14.46,"195g","Kg",2019-01-21
"519180 ASDA Butcher's Selection Beef Joint by Weight (Approx 1.8Kg)",0,0,"519180","ASDA Butcher's Selection Beef Joint by Weight (Approx 1.8Kg)","Fresh_Beef","ASDA Butcher's Selection Beef Joint by Weight ","ASDA",10.78,NA,5.99,"Approx 1.8Kg","Kg",2019-01-21
"496583 ASDA Butcher's Selection Rolled Beef Brisket by Weight (1.1Kg)",0,0,"496583","ASDA Butcher's Selection Rolled Beef Brisket by Weight (1.1Kg)","Fresh_Beef","ASDA Butcher's Selection Rolled Beef Brisket by Weight ","ASDA",8.79,NA,7.99,"1.1Kg","Kg",2019-01-21
"496588 ASDA Farm Stores Beef Roasting Joint by Weight (Approx 1.4Kg)",0,0,"496588","ASDA Farm Stores Beef Roasting Joint by Weight (Approx 1.4Kg)","Fresh_Beef","ASDA Farm Stores Beef Roasting Joint by Weight ","ASDA",9.37,NA,6.69,"Approx 1.4Kg","Kg",2019-01-21
"497431 Shazans Halal Beef Steaks (340g)",0,0,"497431","Shazans Halal Beef Steaks (340g)","Fresh_Beef","Shazans Halal Beef Steaks ","ASDA",4,9.8,11.76,"340g","Kg",2019-01-21
"246739 ASDA Butcher's Selection Thin Cut Beef Steak (500g)",0,0,"246739","ASDA Butcher's Selection Thin Cut Beef Steak (500g)","Fresh_Beef","ASDA Butcher's Selection Thin Cut Beef Steak ","ASDA",4.75,NA,9.5,"500g","Kg",2019-01-21
"475934 ASDA Farm Stores Beef Rump Steak (244g)",0,0,"475934","ASDA Farm Stores Beef Rump Steak (244g)","Fresh_Beef","ASDA Farm Stores Beef Rump Steak ","ASDA",2.97,NA,12.17,"244g","Kg",2019-01-21
"476958 ASDA Farm Stores Beef Casserole Steak by Weight (Approx 200g)",0,0,"476958","ASDA Farm Stores Beef Casserole Steak by Weight (Approx 200g)","Fresh_Beef","ASDA Farm Stores Beef Casserole Steak by Weight ","ASDA",1.68,NA,8.39,"Approx 200g","Kg",2019-01-21
"513171 ASDA Butcher's Selection British Beef Roasting Joint by Weight (Approx 500g)",0,0,"513171","ASDA Butcher's Selection British Beef Roasting Joint by Weight (Approx 500g)","Fresh_Beef","ASDA Butcher's Selection British Beef Roasting Joint by Weight ","ASDA",5.75,NA,11.5,"Approx 500g","Kg",2019-01-21
"319312 ASDA Butcher's Selection Beef Fillet Steak by Weight (Approx 200g)",0,0,"319312","ASDA Butcher's Selection Beef Fillet Steak by Weight (Approx 200g)","Fresh_Beef","ASDA Butcher's Selection Beef Fillet Steak by Weight ","ASDA",5.9,NA,29.5,"Approx 200g","Kg",2019-01-21
"511755 ASDA Extra Special Aberdeen Angus Rump Steak (255g)",0,0,"511755","ASDA Extra Special Aberdeen Angus Rump Steak (255g)","Fresh_Beef","ASDA Extra Special Aberdeen Angus Rump Steak ","ASDA",4.5,NA,17.65,"255g","Kg",2019-01-21
"511754 ASDA Extra Special Aberdeen Angus Ribeye Steak (227g)",0,0,"511754","ASDA Extra Special Aberdeen Angus Ribeye Steak (227g)","Fresh_Beef","ASDA Extra Special Aberdeen Angus Ribeye Steak ","ASDA",5,NA,22.03,"227g","Kg",2019-01-21
"496586 ASDA Extra Special Matured Beef Joint by Weight (Approx 1.4Kg)",0,0,"496586","ASDA Extra Special Matured Beef Joint by Weight (Approx 1.4Kg)","Fresh_Beef","ASDA Extra Special Matured Beef Joint by Weight ","ASDA",11.2,NA,8,"Approx 1.4Kg","Kg",2019-01-21
"496581 ASDA Butcher's Selection British Fatted Beef Joint by Weight (1Kg)",0,0,"496581","ASDA Butcher's Selection British Fatted Beef Joint by Weight (1Kg)","Fresh_Beef","ASDA Butcher's Selection British Fatted Beef Joint by Weight ","ASDA",9.5,NA,9.5,"1Kg","Kg",2019-01-21
"496584 ASDA Butcher's Selection Organic Beef Joint by Weight (Approx 1Kg)",0,0,"496584","ASDA Butcher's Selection Organic Beef Joint by Weight (Approx 1Kg)","Fresh_Beef","ASDA Butcher's Selection Organic Beef Joint by Weight ","ASDA",12.96,NA,12.96,"Approx 1Kg","Kg",2019-01-21
"497790 ASDA Butcher's Selection British Sirloin Steak by Weight (Approx 500g)",0,0,"497790","ASDA Butcher's Selection British Sirloin Steak by Weight (Approx 500g)","Fresh_Beef","ASDA Butcher's Selection British Sirloin Steak by Weight ","ASDA",8.1,NA,16.2,"Approx 500g","Kg",2019-01-21
"511756 ASDA Extra Special British Aberdeen Angus Sirloin Steak (227g)",0,0,"511756","ASDA Extra Special British Aberdeen Angus Sirloin Steak (227g)","Fresh_Beef","ASDA Extra Special British Aberdeen Angus Sirloin Steak ","ASDA",5,NA,22.03,"227g","Kg",2019-01-21
"524698 ASDA Extra Special 28 Day Matured Beef Rump Steak (2 per pack - 325g)",0,0,"524698","ASDA Extra Special 28 Day Matured Beef Rump Steak (2 per pack - 325g)","Fresh_Beef","ASDA Extra Special 28 Day Matured Beef Rump Steak ","ASDA",6,NA,18.46,"2 per pack - 325g","Kg",2019-01-21
"512908 ASDA Extra Special British Aberdeen Angus Fillet Steak by Weight (Approx 200g)",0,0,"512908","ASDA Extra Special British Aberdeen Angus Fillet Steak by Weight (Approx 200g)","Fresh_Beef","ASDA Extra Special British Aberdeen Angus Fillet Steak by Weight ","ASDA",6.8,NA,34,"Approx 200g","Kg",2019-01-21
"497786 ASDA Butcher's Selection British Ribeye Steak by Weight (Approx 500g)",0,0,"497786","ASDA Butcher's Selection British Ribeye Steak by Weight (Approx 500g)","Fresh_Beef","ASDA Butcher's Selection British Ribeye Steak by Weight ","ASDA",8.12,NA,16.24,"Approx 500g","Kg",2019-01-21
"NA Iceland Butcher's Market British Beef Frying Steak (500g)",0,0,"NA","Iceland Butcher's Market British Beef Frying Steak (500g)","Fresh_Beef","Iceland Butcher's Market British Beef Frying Steak ","Iceland",4,NA,8,"500g","Kg",2019-01-21
"385562 Iceland Butcher's Market Beef Topside Joint (600g)",0,0,"385562","Iceland Butcher's Market Beef Topside Joint (600g)","Fresh_Beef","Iceland Butcher's Market Beef Topside Joint ","Iceland",6.5,NA,10.83,"600g","Kg",2019-01-21
"391969 Iceland Butcher's Market British Beef Rump Steak (227g)",0,0,"391969","Iceland Butcher's Market British Beef Rump Steak (227g)","Fresh_Beef","Iceland Butcher's Market British Beef Rump Steak ","Iceland",3,NA,13.22,"227g","Kg",2019-01-21
"391970 Iceland Butcher's Market British Beef Sirloin Steak (170g)",0,0,"391970","Iceland Butcher's Market British Beef Sirloin Steak (170g)","Fresh_Beef","Iceland Butcher's Market British Beef Sirloin Steak ","Iceland",3,NA,17.65,"170g","Kg",2019-01-21
"NA Iceland The Butcher's Market Everyday Rump Steaks (454g)",0,0,"NA","Iceland The Butcher's Market Everyday Rump Steaks (454g)","Fresh_Beef","Iceland The Butcher's Market Everyday Rump Steaks ","Iceland",5,NA,11.01,"454g","Kg",2019-01-21
"NA Iceland Luxury Matured Fillet Steak (170g)",0,0,"NA","Iceland Luxury Matured Fillet Steak (170g)","Fresh_Beef","Iceland Luxury Matured Fillet Steak ","Iceland",4.5,NA,26.47,"170g","Kg",2019-01-21
"372743 Morrisons Stewing Shin of Beef (500g)",0,0,"372743","Morrisons Stewing Shin of Beef (500g)","Fresh_Beef","Morrisons Stewing Shin of Beef ","Morrisons",4,6.67,8,"500g","Kg",2019-01-21
"426774 Morrisons Rump Steaks (Approx 561g)",0,0,"426774","Morrisons Rump Steaks (Approx 561g)","Fresh_Beef","Morrisons Rump Steaks ","Morrisons",7.5,NA,13.37,"Approx 561g","Kg",2019-01-21
"421638 Morrisons Beef Sirloin Steak (225g)",0,0,"421638","Morrisons Beef Sirloin Steak (225g)","Fresh_Beef","Morrisons Beef Sirloin Steak ","Morrisons",4,15.56,17.78,"225g","Kg",2019-01-21
"419343 Morrisons Lean Diced Casserole Steak (300g)",0,0,"419343","Morrisons Lean Diced Casserole Steak (300g)","Fresh_Beef","Morrisons Lean Diced Casserole Steak ","Morrisons",3.17,NA,8.33,"300g","Kg",2019-01-21
