"UID","Price_Change","Percent_Change","Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Offer_Price_per_unit","Price_per_unit","Size","Unit","Date"
"542694 ASDA Grower's Selection Seedless Red Grapes (400g)",NA,NA,"542694","ASDA Grower's Selection Seedless Red Grapes (400g)","Grapes","ASDA Grower's Selection Seedless Red Grapes ","ASDA",1.2,2.5,3,"400g","Kg",2019-01-18
"024309 ASDA Grapes (80g)",NA,NA,"024309","ASDA Grapes (80g)","Grapes","ASDA Grapes ","ASDA",0.4,NA,5,"80g","Kg",2019-01-18
"NA Iceland White Seedless Grapes (500g)",NA,NA,"NA","Iceland White Seedless Grapes (500g)","Grapes","Iceland White Seedless Grapes ","Iceland",2,NA,4,"500g","Kg",2019-01-18
"NA Iceland Red Seedless Grapes (500g)",NA,NA,"NA","Iceland Red Seedless Grapes (500g)","Grapes","Iceland Red Seedless Grapes ","Iceland",2,NA,4,"500g","Kg",2019-01-18
"NA Iceland Luxury Grapes (400g)",NA,NA,"NA","Iceland Luxury Grapes (400g)","Grapes","Iceland Luxury Grapes ","Iceland",2,NA,5,"400g","Kg",2019-01-18
"454745 Oaklands White Seedless Grapes (500g)",NA,NA,"454745","Oaklands White Seedless Grapes (500g)","Grapes","Oaklands White Seedless Grapes ","Lidl",1.59,NA,3.18,"500g","Kg",2019-01-18
"454718 Oaklands Red Seedless Grapes (500g)",NA,NA,"454718","Oaklands Red Seedless Grapes (500g)","Grapes","Oaklands Red Seedless Grapes ","Lidl",1.59,NA,3.18,"500g","Kg",2019-01-18
"454338 Oaklands Black Seedless Grapes (500g)",NA,NA,"454338","Oaklands Black Seedless Grapes (500g)","Grapes","Oaklands Black Seedless Grapes ","Lidl",1.89,NA,3.78,"500g","Kg",2019-01-18
"454693 Oaklands Mixed Seedless Grapes (500g)",NA,NA,"454693","Oaklands Mixed Seedless Grapes (500g)","Grapes","Oaklands Mixed Seedless Grapes ","Lidl",1.89,NA,3.78,"500g","Kg",2019-01-18
"516043 Morrisons Wonky Grapes (500g)",NA,NA,"516043","Morrisons Wonky Grapes (500g)","Grapes","Morrisons Wonky Grapes ","Morrisons",1.25,NA,2.5,"500g","Kg",2019-01-18
"341840 Morrisons Black Grapes (400g)",NA,NA,"341840","Morrisons Black Grapes (400g)","Grapes","Morrisons Black Grapes ","Morrisons",2,NA,5,"400g","Kg",2019-01-18
"243096 Morrisons Seedless Red Grapes (400g)",NA,NA,"243096","Morrisons Seedless Red Grapes (400g)","Grapes","Morrisons Seedless Red Grapes ","Morrisons",2,3.75,5,"400g","Kg",2019-01-18
"250893 Morrisons Seedless Green Grapes (400g)",NA,NA,"250893","Morrisons Seedless Green Grapes (400g)","Grapes","Morrisons Seedless Green Grapes ","Morrisons",2,3.75,5,"400g","Kg",2019-01-18
"283518 Morrisons Grape Selection Pack (400g)",NA,NA,"283518","Morrisons Grape Selection Pack (400g)","Grapes","Morrisons Grape Selection Pack ","Morrisons",2,NA,5,"400g","Kg",2019-01-18
"460152 Morrisons The Best Sable Grapes (400g)",NA,NA,"460152","Morrisons The Best Sable Grapes (400g)","Grapes","Morrisons The Best Sable Grapes ","Morrisons",2,NA,5,"400g","Kg",2019-01-18
"443770 Morrisons Grapes (70g)",NA,NA,"443770","Morrisons Grapes (70g)","Grapes","Morrisons Grapes ","Morrisons",0.5,NA,7.14,"70g","Kg",2019-01-18
"456041 Morrisons The Best Season's Best Grapes (400g)",NA,NA,"456041","Morrisons The Best Season's Best Grapes (400g)","Grapes","Morrisons The Best Season's Best Grapes ","Morrisons",2,NA,5,"400g","Kg",2019-01-18
"292892 Ocado Grape Selection (500g)",NA,NA,"292892","Ocado Grape Selection (500g)","Grapes","Ocado Grape Selection ","Ocado",2,NA,4,"500g","Kg",2019-01-18
"119836 Ocado Green Seedless Grapes (500g)",NA,NA,"119836","Ocado Green Seedless Grapes (500g)","Grapes","Ocado Green Seedless Grapes ","Ocado",1.99,NA,3.18,"500g","Kg",2019-01-18
"440546 Waitrose Seedless Vitoria Grapes (400g)",NA,NA,"440546","Waitrose Seedless Vitoria Grapes (400g)","Grapes","Waitrose Seedless Vitoria Grapes ","Ocado",2.5,NA,4.15,"400g","Kg",2019-01-18
"125636 Ocado Red Seedless Grapes (500g)",NA,NA,"125636","Ocado Red Seedless Grapes (500g)","Grapes","Ocado Red Seedless Grapes ","Ocado",1.99,NA,3.98,"500g","Kg",2019-01-18
"042660 Essential Waitrose Red Seedless Grapes (500g)",NA,NA,"042660","Essential Waitrose Red Seedless Grapes (500g)","Grapes","Essential Waitrose Red Seedless Grapes ","Ocado",2,NA,4,"500g","Kg",2019-01-18
"026223 Essential Waitrose Green Seedless Grapes (500g)",NA,NA,"026223","Essential Waitrose Green Seedless Grapes (500g)","Grapes","Essential Waitrose Green Seedless Grapes ","Ocado",2,NA,4,"500g","Kg",2019-01-18
"335747 Ocado Black Seedless Grapes (500g)",NA,NA,"335747","Ocado Black Seedless Grapes (500g)","Grapes","Ocado Black Seedless Grapes ","Ocado",2,NA,4,"500g","Kg",2019-01-18
"026175 Essential Waitrose Grape Selection (500g)",NA,NA,"026175","Essential Waitrose Grape Selection (500g)","Grapes","Essential Waitrose Grape Selection ","Ocado",2.3,NA,4.6,"500g","Kg",2019-01-18
"263747 Waitrose 1 Sable Grapes (400g)",NA,NA,"263747","Waitrose 1 Sable Grapes (400g)","Grapes","Waitrose 1 Sable Grapes ","Ocado",2.99,NA,7.48,"400g","Kg",2019-01-18
"170609 Essential Waitrose Black Seedless Grapes (500g)",NA,NA,"170609","Essential Waitrose Black Seedless Grapes (500g)","Grapes","Essential Waitrose Black Seedless Grapes ","Ocado",2.5,NA,5,"500g","Kg",2019-01-18
"288334 Essential Waitrose Grape Selection (800g)",NA,NA,"288334","Essential Waitrose Grape Selection (800g)","Grapes","Essential Waitrose Grape Selection ","Ocado",4,NA,5,"800g","Kg",2019-01-18
"450795 Ethical Food Company Organic Grapes (400g)",NA,NA,"450795","Ethical Food Company Organic Grapes (400g)","Grapes","Ethical Food Company Organic Grapes ","Ocado",3.75,NA,9.38,"400g","Kg",2019-01-18
"NA Ravenhill Seedless Vitoria Grapes (500g)",NA,NA,"NA","Ravenhill Seedless Vitoria Grapes (500g)","Grapes","Ravenhill Seedless Vitoria Grapes ","Ocado",3.99,NA,7.98,"500g","Kg",2019-01-18
"042659 Waitrose Duchy Organic Limited Selection Grapes (400g)",NA,NA,"042659","Waitrose Duchy Organic Limited Selection Grapes (400g)","Grapes","Waitrose Duchy Organic Limited Selection Grapes ","Ocado",2.99,NA,7.48,"400g","Kg",2019-01-18
"042615 Sainsbury's White Seedless Grapes (500g)",NA,NA,"042615","Sainsbury's White Seedless Grapes (500g)","Grapes","Sainsbury's White Seedless Grapes ","Sainsburys",1.95,NA,3.3,"500g","Kg",2019-01-18
"107839 Sainsbury's Red Seedless Grapes (500g)",NA,NA,"107839","Sainsbury's Red Seedless Grapes (500g)","Grapes","Sainsbury's Red Seedless Grapes ","Sainsburys",2,NA,4,"500g","Kg",2019-01-18
"083584 Sainsbury's Black Seedless Grapes (500g)",NA,NA,"083584","Sainsbury's Black Seedless Grapes (500g)","Grapes","Sainsbury's Black Seedless Grapes ","Sainsburys",2,NA,4,"500g","Kg",2019-01-18
"042614 Sainsbury's White & Red Seedless Grapes (500g)",NA,NA,"042614","Sainsbury's White & Red Seedless Grapes (500g)","Grapes","Sainsbury's White & Red Seedless Grapes ","Sainsburys",2.1,NA,4.2,"500g","Kg",2019-01-18
"065334 Sainsbury's Taste the Difference Sabel Black Grapes (400g)",NA,NA,"065334","Sainsbury's Taste the Difference Sabel Black Grapes (400g)","Grapes","Sainsbury's Taste the Difference Sabel Black Grapes ","Sainsburys",2,NA,5,"400g","Kg",2019-01-18
"166788 Sainsbury's Grapes (80g)",NA,NA,"166788","Sainsbury's Grapes (80g)","Grapes","Sainsbury's Grapes ","Sainsburys",0.55,NA,6.88,"80g","Kg",2019-01-18
"NA Sainsbury's Seeded Grapes (700g)",NA,NA,"NA","Sainsbury's Seeded Grapes (700g)","Grapes","Sainsbury's Seeded Grapes ","Sainsburys",2.5,NA,3.57,"700g","Kg",2019-01-18
"NA Sainsbury's Grapes Mixed Seedless (750g)",NA,NA,"NA","Sainsbury's Grapes Mixed Seedless (750g)","Grapes","Sainsbury's Grapes Mixed Seedless ","Sainsburys",2.95,NA,3.93,"750g","Kg",2019-01-18
"NA Sainsbury's Red Grapes (170g)",NA,NA,"NA","Sainsbury's Red Grapes (170g)","Grapes","Sainsbury's Red Grapes ","Sainsburys",0.85,NA,5,"170g","Kg",2019-01-18
"NA Sainsbury's White Grapes (170g)",NA,NA,"NA","Sainsbury's White Grapes (170g)","Grapes","Sainsbury's White Grapes ","Sainsburys",0.85,NA,5,"170g","Kg",2019-01-18
"025174 Sainsbury's Organic White Grapes (400g)",NA,NA,"025174","Sainsbury's Organic White Grapes (400g)","Grapes","Sainsbury's Organic White Grapes ","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-18
"488234 Sainsbury's Taste the Difference Vitoria Grape (400g)",NA,NA,"488234","Sainsbury's Taste the Difference Vitoria Grape (400g)","Grapes","Sainsbury's Taste the Difference Vitoria Grape ","Sainsburys",2,NA,5,"400g","Kg",2019-01-18
"NA Sainsbury's Taste the Difference Limited Edition Grapes (400g)",NA,NA,"NA","Sainsbury's Taste the Difference Limited Edition Grapes (400g)","Grapes","Sainsbury's Taste the Difference Limited Edition Grapes ","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-18
"240688 Sainsbury's Taste the Difference Muscat Grapes (400g)",NA,NA,"240688","Sainsbury's Taste the Difference Muscat Grapes (400g)","Grapes","Sainsbury's Taste the Difference Muscat Grapes ","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-18
"430409 Tesco Suntrail Farms Grapes (500g)",NA,NA,"430409","Tesco Suntrail Farms Grapes (500g)","Grapes","Tesco Suntrail Farms Grapes ","Tesco",1.25,NA,2.5,"500g","Kg",2019-01-18
"023938 Tesco Red Seedless Grapes (500g)",NA,NA,"023938","Tesco Red Seedless Grapes (500g)","Grapes","Tesco Red Seedless Grapes ","Tesco",2,NA,4,"500g","Kg",2019-01-18
"023940 Tesco Green Seedless Grapes (500g)",NA,NA,"023940","Tesco Green Seedless Grapes (500g)","Grapes","Tesco Green Seedless Grapes ","Tesco",2,NA,4,"500g","Kg",2019-01-18
"023935 Tesco Seedless Grape Selection (500g)",NA,NA,"023935","Tesco Seedless Grape Selection (500g)","Grapes","Tesco Seedless Grape Selection ","Tesco",2,NA,4,"500g","Kg",2019-01-18
"096943 Tesco Seedless Black Grapes (500g)",NA,NA,"096943","Tesco Seedless Black Grapes (500g)","Grapes","Tesco Seedless Black Grapes ","Tesco",2,NA,4,"500g","Kg",2019-01-18
"488875 Tesco Sable Seedless Grapes (400g)",NA,NA,"488875","Tesco Sable Seedless Grapes (400g)","Grapes","Tesco Sable Seedless Grapes ","Tesco",2,NA,5,"400g","Kg",2019-01-18
"439739 Tesco Red Seedless Grapes (Approx 500g)",NA,NA,"439739","Tesco Red Seedless Grapes (Approx 500g)","Grapes","Tesco Red Seedless Grapes ","Tesco",2,NA,4,"Approx 500g","Kg",2019-01-18
"439738 Tesco Green Seedless Grapes (Approx 500g)",NA,NA,"439738","Tesco Green Seedless Grapes (Approx 500g)","Grapes","Tesco Green Seedless Grapes ","Tesco",2,NA,4,"Approx 500g","Kg",2019-01-18
"046473 Tesco Grape Snack Pack (80g)",NA,NA,"046473","Tesco Grape Snack Pack (80g)","Grapes","Tesco Grape Snack Pack ","Tesco",0.5,5.21,6.25,"80g","Kg",2019-01-18
"536207 Tesco Grape Snack Pot (130g)",NA,NA,"536207","Tesco Grape Snack Pot (130g)","Grapes","Tesco Grape Snack Pot ","Tesco",1,NA,7.69,"130g","Kg",2019-01-18
"292682 Nature's Pick Fresh Kiwis (6)",NA,NA,"292682","Nature's Pick Fresh Kiwis (6)","Kiwi","Nature's Pick Fresh Kiwis ","Aldi",0.59,NA,0.098,"6","Each",2019-01-18
"475873 ASDA Farm Stores Kiwis (6)",NA,NA,"475873","ASDA Farm Stores Kiwis (6)","Kiwi","ASDA Farm Stores Kiwis ","ASDA",0.9,NA,0.15,"6","Each",2019-01-18
"076814 ASDA Grower's Selection Ready to Eat Kiwi Fruit (4)",NA,NA,"076814","ASDA Grower's Selection Ready to Eat Kiwi Fruit (4)","Kiwi","ASDA Grower's Selection Ready to Eat Kiwi Fruit ","ASDA",1.29,NA,0.25,"4","Each",2019-01-18
"341192 Iceland Farmer's Market Kiwi Fruit (6)",NA,NA,"341192","Iceland Farmer's Market Kiwi Fruit (6)","Kiwi","Iceland Farmer's Market Kiwi Fruit ","Iceland",1,NA,0.167,"6","Each",2019-01-18
"467294 Kiwi Fruit",0,0,"467294","Kiwi Fruit","Kiwi","Kiwi Fruit","Lidl",0.16,NA,0.16,"1","Each",2019-01-18
"521114 Morrisons Wonky Kiwis (6)",NA,NA,"521114","Morrisons Wonky Kiwis (6)","Kiwi","Morrisons Wonky Kiwis ","Morrisons",0.74,NA,0.123,"6","Each",2019-01-18
"263750 Morrisons Kiwi (6)",NA,NA,"263750","Morrisons Kiwi (6)","Kiwi","Morrisons Kiwi ","Morrisons",1,NA,0.167,"6","Each",2019-01-18
"388959 Morrisons Kiwi (4)",NA,NA,"388959","Morrisons Kiwi (4)","Kiwi","Morrisons Kiwi ","Morrisons",1.5,NA,0.375,"4","Each",2019-01-18
"172498 Morrisons Organic Kiwis (4)",NA,NA,"172498","Morrisons Organic Kiwis (4)","Kiwi","Morrisons Organic Kiwis ","Morrisons",1,NA,0.25,"4","Each",2019-01-18
"026219 Essential Waitrose Kiwi Fruit (6)",NA,NA,"026219","Essential Waitrose Kiwi Fruit (6)","Kiwi","Essential Waitrose Kiwi Fruit ","Ocado",1,NA,0.167,"6","Each",2019-01-18
"026221 Waitrose Duchy Organic Kiwi Fruit (4)",NA,NA,"026221","Waitrose Duchy Organic Kiwi Fruit (4)","Kiwi","Waitrose Duchy Organic Kiwi Fruit ","Ocado",1,NA,0.25,"4","Each",2019-01-18
"512279 Waitrose Golden Kiwi Fruit (4)",NA,NA,"512279","Waitrose Golden Kiwi Fruit (4)","Kiwi","Waitrose Golden Kiwi Fruit ","Ocado",2,NA,0.5,"4","Each",2019-01-18
"046702 Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit (4)",NA,NA,"046702","Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit (4)","Kiwi","Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit ","Ocado",2.15,NA,0.375,"4","Each",2019-01-18
"423548 Ethical Food Company Organic Kiwi Fruit (6)",NA,NA,"423548","Ethical Food Company Organic Kiwi Fruit (6)","Kiwi","Ethical Food Company Organic Kiwi Fruit ","Ocado",2.29,NA,0.305,"6","Each",2019-01-18
"513357 Waitrose Green Kiwi Fruit (4)",NA,NA,"513357","Waitrose Green Kiwi Fruit (4)","Kiwi","Waitrose Green Kiwi Fruit ","Ocado",1.7,NA,0.425,"4","Each",2019-01-18
"NA Ocado Ripe & Ready to Eat Kiwis (4)",NA,NA,"NA","Ocado Ripe & Ready to Eat Kiwis (4)","Kiwi","Ocado Ripe & Ready to Eat Kiwis ","Ocado",1.5,NA,0.375,"4","Each",2019-01-18
"183848 Waitrose 1 Perfectly Ripe Gold Kiwi Fruit (3)",NA,NA,"183848","Waitrose 1 Perfectly Ripe Gold Kiwi Fruit (3)","Kiwi","Waitrose 1 Perfectly Ripe Gold Kiwi Fruit ","Ocado",1.95,NA,0.65,"3","Each",2019-01-18
"NA Wholegood Organic Kiwi Fruit (6)",NA,NA,"NA","Wholegood Organic Kiwi Fruit (6)","Kiwi","Wholegood Organic Kiwi Fruit ","Ocado",2.24,NA,0.373,"6","Each",2019-01-18
"NA Natoora Ripe French Kiwis (2)",NA,NA,"NA","Natoora Ripe French Kiwis (2)","Kiwi","Natoora Ripe French Kiwis ","Ocado",2.99,NA,1.5,"2","Each",2019-01-18
"204012 Sainsbury's Kiwi Fruit (6)",NA,NA,"204012","Sainsbury's Kiwi Fruit (6)","Kiwi","Sainsbury's Kiwi Fruit ","Sainsburys",0.85,NA,0.142,"6","Each",2019-01-18
"042604 Sainsbury's Kiwi Fruit Ripe and Ready (4)",NA,NA,"042604","Sainsbury's Kiwi Fruit Ripe and Ready (4)","Kiwi","Sainsbury's Kiwi Fruit Ripe and Ready ","Sainsburys",1.5,NA,0.375,"4","Each",2019-01-18
"065337 Sainsbury's Taste the Difference Golden Kiwi (4)",NA,NA,"065337","Sainsbury's Taste the Difference Golden Kiwi (4)","Kiwi","Sainsbury's Taste the Difference Golden Kiwi ","Sainsburys",1.75,NA,0.438,"4","Each",2019-01-18
"042603 Sainsbury's Kiwi Fruit",0,0,"042603","Sainsbury's Kiwi Fruit","Kiwi","Sainsbury's Kiwi Fruit","Sainsburys",0.25,NA,0.25,"1","Each",2019-01-18
"025159 Sainsbury's Organic Kiwi Fruit (4)",NA,NA,"025159","Sainsbury's Organic Kiwi Fruit (4)","Kiwi","Sainsbury's Organic Kiwi Fruit ","Sainsburys",1,NA,0.25,"4","Each",2019-01-18
"428026 Tesco Suntrail Farms Kiwi (6)",NA,NA,"428026","Tesco Suntrail Farms Kiwi (6)","Kiwi","Tesco Suntrail Farms Kiwi ","Tesco",0.71,NA,0.118,"6","Each",2019-01-18
"023871 Tesco Large Kiwi",0,0,"023871","Tesco Large Kiwi","Kiwi","Tesco Large Kiwi","Tesco",0.3,NA,0.3,"1","Each",2019-01-18
"023910 Tesco Organic Kiwi Fruit (4)",NA,NA,"023910","Tesco Organic Kiwi Fruit (4)","Kiwi","Tesco Organic Kiwi Fruit ","Tesco",1.15,NA,0.288,"4","Each",2019-01-18
"046412 Tesco Ripe & Ready Kiwi (4)",NA,NA,"046412","Tesco Ripe & Ready Kiwi (4)","Kiwi","Tesco Ripe & Ready Kiwi ","Tesco",1.5,NA,0.375,"4","Each",2019-01-18
"526860 Tesco Supersweet Gold Kiwi (3)",NA,NA,"526860","Tesco Supersweet Gold Kiwi (3)","Kiwi","Tesco Supersweet Gold Kiwi ","Tesco",1.5,NA,0.5,"3","Each",2019-01-18
"042736 ASDA Grower's Selection Little Gem Lettuce (2)",NA,NA,"042736","ASDA Grower's Selection Little Gem Lettuce (2)","Lettuce","ASDA Grower's Selection Little Gem Lettuce ","ASDA",0.65,NA,0.325,"2","Each",2019-01-18
"042735 ASDA Grower's Selection Iceberg Lettuce",0,0,"042735","ASDA Grower's Selection Iceberg Lettuce","Lettuce","ASDA Grower's Selection Iceberg Lettuce","ASDA",0.6,NA,0.6,"1","Each",2019-01-18
"479799 ASDA Farm Stores Round Lettuce",0,0,"479799","ASDA Farm Stores Round Lettuce","Lettuce","ASDA Farm Stores Round Lettuce","ASDA",0.4,NA,0.4,"1","Each",2019-01-18
"027431 ASDA Grower's Selection Hearts of Romaine Lettuce (2)",NA,NA,"027431","ASDA Grower's Selection Hearts of Romaine Lettuce (2)","Lettuce","ASDA Grower's Selection Hearts of Romaine Lettuce ","ASDA",0.95,NA,0.475,"2","Each",2019-01-18
"027442 ASDA Organic Grower's Selection Lettuce",0,0,"027442","ASDA Organic Grower's Selection Lettuce","Lettuce","ASDA Organic Grower's Selection Lettuce","ASDA",1.17,NA,1.17,"1","Each",2019-01-18
"042734 ASDA Grower's Selection Chinese Leaf Lettuce",0,0,"042734","ASDA Grower's Selection Chinese Leaf Lettuce","Lettuce","ASDA Grower's Selection Chinese Leaf Lettuce","ASDA",0.75,NA,0.75,"1","Each",2019-01-18
"341178 Iceland Farmer's Market Whole Iceberg Lettuce",0,0,"341178","Iceland Farmer's Market Whole Iceberg Lettuce","Lettuce","Iceland Farmer's Market Whole Iceberg Lettuce","Iceland",0.6,NA,0.6,"1","Each",2019-01-18
"455674 Oaklands Little Gem Lettuce (2)",NA,NA,"455674","Oaklands Little Gem Lettuce (2)","Lettuce","Oaklands Little Gem Lettuce ","Lidl",0.62,NA,0.31,"2","Each",2019-01-18
"454624 Oaklands Iceberg Lettuce",0,0,"454624","Oaklands Iceberg Lettuce","Lettuce","Oaklands Iceberg Lettuce","Lidl",0.58,NA,0.58,"1","Each",2019-01-18
"454723 Oaklands Romaine Hearts (2)",NA,NA,"454723","Oaklands Romaine Hearts (2)","Lettuce","Oaklands Romaine Hearts ","Lidl",0.92,NA,0.46,"2","Each",2019-01-18
"454726 Oaklands Salad Trio",0,0,"454726","Oaklands Salad Trio","Lettuce","Oaklands Salad Trio","Lidl",1,NA,1,"1","Each",2019-01-18
"171906 Morrisons Little Gem Lettuce (2)",NA,NA,"171906","Morrisons Little Gem Lettuce (2)","Lettuce","Morrisons Little Gem Lettuce ","Morrisons",0.85,NA,0.425,"2","Each",2019-01-18
"243089 Morrisons Round Lettuce",0,0,"243089","Morrisons Round Lettuce","Lettuce","Morrisons Round Lettuce","Morrisons",0.65,NA,0.65,"1","Each",2019-01-18
"171901 Morrisons Iceberg Lettuce",0,0,"171901","Morrisons Iceberg Lettuce","Lettuce","Morrisons Iceberg Lettuce","Morrisons",0.7,NA,0.7,"1","Each",2019-01-18
"386202 Morrisons Red Gem Lettuce (2)",NA,NA,"386202","Morrisons Red Gem Lettuce (2)","Lettuce","Morrisons Red Gem Lettuce ","Morrisons",0.85,NA,0.425,"2","Each",2019-01-18
"312174 Morrisons Organic Little Gem Lettuce (2)",NA,NA,"312174","Morrisons Organic Little Gem Lettuce (2)","Lettuce","Morrisons Organic Little Gem Lettuce ","Morrisons",1.62,NA,0.81,"2","Each",2019-01-18
"516045 Morrisons Curly Lettuce",0,0,"516045","Morrisons Curly Lettuce","Lettuce","Morrisons Curly Lettuce","Morrisons",0.67,NA,0.67,"1","Each",2019-01-18
"171959 Morrisons Romaine Hearts (2)",NA,NA,"171959","Morrisons Romaine Hearts (2)","Lettuce","Morrisons Romaine Hearts ","Morrisons",1,NA,0.5,"2","Each",2019-01-18
"NA Morrisons The Best Sweet Gem Lettuce (2)",NA,NA,"NA","Morrisons The Best Sweet Gem Lettuce (2)","Lettuce","Morrisons The Best Sweet Gem Lettuce ","Morrisons",1.25,NA,0.625,"2","Each",2019-01-18
"071294 Essential Waitrose Little Gem Lettuce (2)",NA,NA,"071294","Essential Waitrose Little Gem Lettuce (2)","Lettuce","Essential Waitrose Little Gem Lettuce ","Ocado",0.95,NA,0.475,"2","Each",2019-01-18
"042873 Waitrose Duchy Organic Little Gem Lettuce (2)",NA,NA,"042873","Waitrose Duchy Organic Little Gem Lettuce (2)","Lettuce","Waitrose Duchy Organic Little Gem Lettuce ","Ocado",1.6,NA,0.8,"2","Each",2019-01-18
"096951 Waitrose Gem Lettuce (2)",NA,NA,"096951","Waitrose Gem Lettuce (2)","Lettuce","Waitrose Gem Lettuce ","Ocado",1.6,NA,0.6,"2","Each",2019-01-18
"042870 Essential Waitrose Iceberg Lettuce",NA,NA,"042870","Essential Waitrose Iceberg Lettuce","Lettuce","Essential Waitrose Iceberg Lettuce","Ocado",0.65,NA,0.65,"1","Each",2019-01-18
"042871 Essential Waitrose Round Lettuce",NA,NA,"042871","Essential Waitrose Round Lettuce","Lettuce","Essential Waitrose Round Lettuce","Ocado",0.68,NA,0.68,"1","Each",2019-01-18
"027953 Essential Waitrose Romaine Lettuce Hearts (2)",NA,NA,"027953","Essential Waitrose Romaine Lettuce Hearts (2)","Lettuce","Essential Waitrose Romaine Lettuce Hearts ","Ocado",1.1,NA,0.55,"2","Each",2019-01-18
"027954 Waitrose Little Gem Lettuce Hearts (4)",NA,NA,"027954","Waitrose Little Gem Lettuce Hearts (4)","Lettuce","Waitrose Little Gem Lettuce Hearts ","Ocado",1.62,NA,0.405,"4","Each",2019-01-18
"071285 Waitrose Chinese Leaf Lettuce",0,0,"071285","Waitrose Chinese Leaf Lettuce","Lettuce","Waitrose Chinese Leaf Lettuce","Ocado",1.3,NA,1.3,"1","Each",2019-01-18
"023790 Waitrose Duchy Organic Romaine Lettuce",0,0,"023790","Waitrose Duchy Organic Romaine Lettuce","Lettuce","Waitrose Duchy Organic Romaine Lettuce","Ocado",1.69,NA,1.69,"1","Each",2019-01-18
"207814 Waitrose 1 Limited Selection Romaine Hearts (2)",NA,NA,"207814","Waitrose 1 Limited Selection Romaine Hearts (2)","Lettuce","Waitrose 1 Limited Selection Romaine Hearts ","Ocado",2,NA,1,"2","Each",2019-01-18
"206194 Waitrose Limited Selection Sweet Cos Lettuce (2)",NA,NA,"206194","Waitrose Limited Selection Sweet Cos Lettuce (2)","Lettuce","Waitrose Limited Selection Sweet Cos Lettuce ","Ocado",1.6,0.625,0.8,"2","Each",2019-01-18
"474446 O'live Organic Little Gem (2)",NA,NA,"474446","O'live Organic Little Gem (2)","Lettuce","O'live Organic Little Gem ","Ocado",1.59,NA,0.795,"2","Each",2019-01-18
